item,itemLabel,startDate,endDate,sourceDate,psid
Q4893553,Nhial Deng Nhial,2011,2013,2022-06-24,Q4893553-06C7D283-9DC7-4253-9A5E-E104E9084C3D
Q5256910,Deng Alor Kuol,2011,2011,2022-06-24,Q5256910-11C25F02-B191-4D13-B980-AC7D0745DE42
Q112686418,Charles Manyang d'Awol,2013,2013,2022-06-24,Q112686418-8E38F6AA-F0CD-444A-AD07-D0BC89AF2BD8
Q4861322,Barnaba Marial Benjamin,2013,2016,2022-06-24,Q4861322-BFB472AA-F526-4EFD-B1CF-919BDD71EAF9
Q112525865,Bashir Gbandi,2016,2016,2022-06-24,Q112525865-FD9106E9-487D-436B-ADBD-89AD02EE81FB
Q5256910,Deng Alor Kuol,2016,2018,2022-06-24,Q5256910-E98BB795-2848-49D7-9394-C12FD4279B01
Q112685857,Martin Elia Lomuro,2018,2018,2022-06-24,Q112685857-8C482DA7-2FB6-4F13-A714-490850F8CA97
Q4893553,Nhial Deng Nhial,2018,2019,2022-06-24,Q4893553-161F2ED6-205C-40CB-A90D-72F05FA6AA4D
Q12748065,Awut Deng Acuil,2019,2020,2022-06-24,Q12748065-D4FCDDEF-E18D-40A4-B986-01A543BE34EE
Q90955928,Beatrice Wani-Noah,2020,2021,2022-06-24,Q90955928-9325E5C1-8DBF-448D-ABB9-6E666A18EEBB
Q48975135,Mayiik Ayii Deng,2021-09-09,,2022-06-24,Q48975135-D16FDAA5-20F1-4E9F-ADEA-297A58A42DAA
