item,itemLabel,startDate,endDate,sourceDate,psid
Q6287537,Joseph Ukel Abango,2005,2011,2022-06-24,Q6287537-2A2A7484-127E-4B9E-89DA-E7F17063BBD6
Q57315,Salva Kiir Mayardit,2011,2011,2022-06-24,Q57315-A4B504C2-5092-4708-8C9C-52967B7FD368
Q11995405,Peter Adwok Nyaba,2011-08-26,2012,2022-06-24,Q11995405-9F1DCBD4-0317-48FD-9E4F-94574887CF89
Q107598265,John Gai Yoh,2014,2014,2022-06-24,Q107598265-6FAD37B3-380B-4407-8401-3A1F14E4FB62
Q112686330,Deny Jock Chagor,2014,2015,2022-06-24,Q112686330-281434D8-6E6B-4DAD-95F6-C9263AA66832
Q12748065,Awut Deng Acuil,2015,2016,2022-06-24,Q12748065-D80522C6-C663-4EF4-8C5E-F008ACD322B2
Q112686333,Aluel William Nyuon Bany,2017,2017,2022-06-24,Q112686333-A4E99DD5-912F-4A0A-AF36-09BE29ED9C11
Q57315,Salva Kiir Mayardit,2017,2017,2022-06-24,Q57315-20F55910-00DD-4807-9DF5-465507443CC5
Q57315,Salva Kiir Mayardit,2017,2018,2022-06-24,Q57315-C8628E05-B848-4186-8210-E5DC783AE817
Q12748065,Awut Deng Acuil,2018,2019,2022-06-24,Q12748065-6215D3A1-2061-4AEB-8077-0A4A0FF2577A
Q107598265,John Gai Yoh,2019,2020,2022-06-24,Q107598265-0F06668E-2BD1-4F07-B8D4-92C592956AE2
Q112686334,Thuoch Loi,2019,2019,2022-06-24,Q112686334-E9621BCE-5C6C-4090-AE99-56B4BA98A7ED
Q112686335,Deny Chigor,2019,2019,2022-06-24,Q112686335-87D7D4BD-326E-47BF-BA20-CE40826CAC0B
Q97413828,Denay Jock Chagor,2019-03-12,2020-07-15,,Q97413828-5F6183F2-783B-4DEF-9387-29A65E9355BE
Q11995405,Peter Adwok,2020,2020,2022-06-24,Q11995405-82FEC7A1-ADA5-44E9-A65C-DCFE62777E04
Q5515569,Gabriel Changson Chang,2020-07-15,,2022-06-24,Q5515569-D263B014-2E57-47EE-B68A-A62F8FD91A0A
