item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112525534,Abuk Malual Aken,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525534-D0C35782-236B-4E96-A627-AE491D02170A
Q112525536,Abuk Payit Ayik,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525536-AE220306-D23D-4C30-BDB3-AC2B97D6239A
Q112525538,Achol Barouk Akasha,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525538-9438BCE1-3CBC-42BB-B65B-62CDCF86FDDB
Q112525552,Adeng Leek Deng,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525552-55DE2D7F-670B-4F0C-B5C5-4A88B8E69A9D
Q4693074,Agnes Kwaje Lasuba,Q459960,SPLM,,,2011-07-09,2016-08-04,female,Q4693074-032428B3-3898-4864-B157-1DEFD88DF587
Q112525554,Agyou Agyou Thiep,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525554-BFE1AB03-F248-4B60-A74E-C6CD54642E72
Q112525555,Akon Bol Akok,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525555-429A23A1-A9A0-4E47-B116-4EEBFA5A3E9A
Q112525556,Akon Diang Athian,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525556-2523E64E-A8E8-4577-9542-D27B5BD685B4
Q112525558,Akot Dau Niyok,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525558-D274AC7A-DC70-4203-B4DA-37130205341A
Q112525559,Akuot Deng Kawal,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525559-8EDE5F48-0013-45FA-9C17-0353C1D3F0FF
Q112525561,Aleu Ayieny Aleu,Q459960,SPLM,,,2011-07-09,2016-08-04,male,Q112525561-24732420-89DA-4CC7-B6B7-A9A6333495BC
Q112525563,Alfred Wol Acwal,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525563-71908D03-7C32-4AFF-89D3-83DDF0FE5514
Q112525565,Andrew Okong Ayom,Q15980873,Democratic Change,,,2011-07-09,2016-08-04,,Q112525565-65883DF6-317F-442F-88E6-A5C3706C16EB
Q112525566,Angelina Nyamouka Magoun,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525566-56CABF76-2DE8-455C-8B74-87EDF65C1028
Q112525568,Angelo Lokinga Lohita,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525568-170C2871-9761-405E-8197-27A45B3C8124
Q112525570,Angoryang Mark Loifidi,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525570-679E6C62-AD98-4C40-95B7-5D4EAA18EE54
Q4772949,Anthony Lino Makana,Q459960,SPLM,,,2011-07-09,2016-08-04,male,Q4772949-0BBD6D9D-0940-4164-94A3-01096F321D2E
Q112525572,Arop Madut Arop,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525572-780C3CC4-AEA8-4E81-A791-15054069A08F
Q112525573,Asha Abboz Akuei,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525573-34D15972-2AC6-4754-A605-52EC6F5E2138
Q112525575,Awut Deng Achuil,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525575-FB2C2BD0-3F38-4B11-8E41-52EE5F96A6F1
Q112525577,Aya Janet Alex,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525577-60508EB3-D2EA-4C33-A746-15D909BE187E
Q112525578,Bangout Amum Okiech,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525578-5CBA1FA3-BCC8-467A-8ECE-416E90FEDA49
Q4861322,Barnaba Marial Benjamin,Q459960,SPLM,,,2011-07-09,2016-08-04,male,Q4861322-D54326CF-544B-438B-8D99-5F72CC864C59
Q112525579,Barnardo Kpasira Martin,Q459960,SPLM,,,2011-07-09,2016-08-04,,Q112525579-C5AE99DE-592C-4BF6-A311-58F7CF9AD7AC
Q23806325,Barri A. Wanji,Q459960,SPLM,,,2011-07-09,2016-08-04,male,Q23806325-192589D0-584D-4E23-82BD-A2B8F7B900E0
