item,itemLabel,startDate,endDate,sourceDate,psid
Q112684547,Patrick Zamoi,2005,2005,2022-06-24,Q112684547-9603463D-8098-4D1B-B312-270186B493E2
Q112684555,Samuel Abu-John Kabbashi,2005,2008,2022-06-24,Q112684555-D73E429F-6F62-480F-8879-221FAD253212
Q6177210,Jemma Nunu Kumba,2008,2010,2022-06-24,Q6177210-352C2C0F-334B-4B5F-9333-BDA5DEB2046C
Q6281290,Joseph B. Bakosoro,2010,2015,2022-06-24,Q6281290-D6DB2C06-A6B4-4C34-B2CA-879F8E2B9C32
Q112684547,Patrick Zamoi,2015,2015,2022-06-24,Q112684547-F0D27836-90C4-4A64-A689-F0CD0888E539
Q112684546,Alfred Futiyo Karaba,2020,,2022-06-24,Q112684546-C22ED27B-F499-4F17-BAEA-286BA7B0962B
