item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112740191,Abdul Daim Deng Machar,,,,,2016-08-04,2021-05-08,,Q112740191-19D8797C-D745-41F6-81FE-99FA19964129
Q112741750,Abraham Majok Madieb,,,,,2016-08-04,2021-05-08,,Q112741750-BCCBC73C-7F58-4106-A018-91C3DB080D43
Q112740192,Adel Elia Sandrai,,,,,2016-08-04,2021-05-08,,Q112740192-DE4C0B3A-7F6E-4EA3-921E-DD1403C8B1E1
Q112707225,Agok Makur Kur,,,,,2016-08-04,2021-05-08,,Q112707225-8317D961-7642-4015-BA1A-E6795C658162
Q112740202,Agrey Idris Ezbon,,,,,2016-08-04,2021-05-08,,Q112740202-43C96474-2A76-49A5-A32B-F44D0373F7B5
Q112741752,Alajabu Samson Sabur,,,,,2016-08-04,2021-05-08,,Q112741752-D1234B4D-1E97-4899-9AA6-6CEAFEFA3CBE
Q112741760,Ambrose Akuoch Ayang,,,,,2016-08-04,2021-05-08,,Q112741760-00743574-E731-449D-9DDB-07583A66764F
Q112740203,Angok Arthur Akuien Chol,,,,,2016-08-04,2021-05-08,,Q112740203-9E46B024-EAD1-42A9-96BA-BBE39B0F62F2
Q112740204,Anna Samuel Pam,,,,,2016-08-04,2021-05-08,,Q112740204-21AEC0D9-60B5-429C-A825-71F28CF7C8E7
Q112741762,Anter Kuach Kan,,,,,2016-08-04,2021-05-08,,Q112741762-CC7BFE79-E1B6-4458-B70A-C2FE1A736066
Q112740207,Asuma Nicola Dima,,,,,2016-08-04,2021-05-08,,Q112740207-53DD9873-F10D-4917-A63B-9A23C22B1696
Q112740208,Ayii Ayii Akol,,,,,2016-08-04,2021-05-08,,Q112740208-9FD6B474-FC68-4C75-907B-6E8F1DB4A472
Q112741763,Buay Keke Turoal,,,,,2016-08-04,2021-05-08,,Q112741763-549908A1-5677-41B4-A02D-D78E8C788CCB
Q112741764,Catherine Peter Laa,,,,,2016-08-04,2021-05-08,,Q112741764-7366C3F0-BCD4-438D-B2FC-276209E29FC5
Q112740209,Christopher Gawar Thichot Dak,,,,,2016-08-04,2021-05-08,,Q112740209-CB83D113-413A-45E9-805A-6A8658518F65
Q112741766,Chuol Kuajien Tut Bol,,,,,2016-08-04,2021-05-08,,Q112741766-429E0621-094B-45E1-8A16-0E8CF6A78B30
Q112740210,Costa Achilla Falanguru,,,,,2016-08-04,2021-05-08,,Q112740210-569521DE-A87B-4EB6-AFE5-F5083519E7E4
Q112740211,Dahia Ahmed Darhael-Dor,,,,,2016-08-04,2021-05-08,,Q112740211-9B967963-8516-40B8-8E7E-7418DA3DEE66
Q112740212,Daud Juma Asko,,,,,2016-08-04,2021-05-08,,Q112740212-81864100-A928-44BB-A0B9-88A43421B853
Q112741767,David Dokori Alili,,,,,2016-08-04,2021-05-08,,Q112741767-EF4DBF4F-0DC2-464E-842C-6DF347138944
Q112740213,Deng Alier Kuol,,,,,2016-08-04,2021-05-08,,Q112740213-A9559905-3D8D-4A5E-9F72-B6646AC206E9
Q112741768,Deng Chuol Bei,,,,,2016-08-04,2021-05-08,,Q112741768-F425E9C0-6BC9-41EE-B33B-70DF072CA3D6
Q112740238,Dr. Matueny Muorwel Matueny,,,,,2016-08-04,2021-05-08,,Q112740238-0BB2A0CB-CA26-49F8-A60A-F0BD7E27DEB6
Q112741770,Elisabeth Nyanuba Simon,,,,,2016-08-04,2021-05-08,,Q112741770-D428F7D7-7595-4622-B5EC-4F43CA7809B8
Q112740218,Emilio William Odingila,,,,,2016-08-04,2021-05-08,,Q112740218-04BCB2EA-49CE-4CEF-8BB7-0FF6AC26207F
Q112740219,Farouk Gatkuoth Kam,,,,,2016-08-04,2021-05-08,,Q112740219-9AF217A8-274E-4979-B19B-BF0D35917BF4
Q112740220,Gabriel Thokuj Deng,,,,,2016-08-04,2021-05-08,,Q112740220-5CE723ED-843A-4C8D-88A5-F90D4D5F04EC
Q112740221,Gege Morris Konyi,,,,,2016-08-04,2021-05-08,,Q112740221-3D00831D-D8B0-456B-8F83-A80942F2599C
Q112741772,George Mathor Mayom Them,,,,,2016-08-04,2021-05-08,,Q112741772-CA89D8CF-A5F8-4F7A-841C-244F3C0C0430
