item,itemLabel,startDate,endDate,sourceDate,psid
Q57315,Salva Kiir Mayardit,2005-07-09,2005-07-30,2022-06-10,Q57315-C62325A2-0E73-4B01-A204-3F92049948F4
Q444994,Riek Machar,2011-07-09,2013-07-23,,Q444994-A9552939-9F3B-4E12-B3A7-B2D05C61410F
Q6145116,James Wani Igga,2013-08-25,2020-02-21,,Q6145116-D1F4C508-4D51-4DA5-BE09-6A1B9E3D6232
Q444994,Riek Machar,2016-04-26,2016-07-26,2022-06-10,Q444994-1E04E195-7241-490A-8ED8-BEA7461641A6
Q7672883,Taban Deng Gai,2016-07-23,2020-02-21,,Q7672883-2EDBFC1E-9747-490F-8E1A-C7E9FF85884D
Q3379134,Rebecca Nyandeng Garang,2020-02-21,,2022-06-10,Q3379134-EDA5CC77-4389-41E4-8AFD-25F226067732
Q444994,Riek Machar,2020-02-21,,2022-06-10,Q444994-06305028-EDAA-4028-A1FD-BB4F81E2DCD2
Q6145116,James Wani Igga,2020-02-21,,,Q6145116-1C54D851-34BD-4001-ABAA-8AEB066C857F
Q7672883,Taban Deng Gai,2020-02-21,,,Q7672883-AE93741A-55A8-4DDC-A814-52AD3290DF8D
Q86281606,Hussein Abdelbagi,2020-02-23,,,Q86281606-B47057C5-089D-4AFD-9F0B-95E40ECA695C
