item,itemLabel,position,positionLabel,startDate,endDate
Q57315,Salva Kiir Mayardit,,President of South Sudan,,
Q444994,Riek Machar,,Vice Presidents of South Sudan,,
Q6145116,James Wani Igga,,Vice Presidents of South Sudan,,
Q7672883,Taban Deng Gai,,Vice Presidents of South Sudan,,
Q3379134,Rebecca Nyandeng Garang,,Vice Presidents of South Sudan,,
Q86281606,Hussein Abdelbagi,,Vice Presidents of South Sudan,,
Q4861322,Bernaba Marial Benjamin,,Minister of Presidential Affairs,,
,Josephine Joseph Lagu,,Minister of Agriculture and Forestry,,
,Onyoti Adigo Nyikec,,Minister of Livestock and Fisheries,,
,Martin Elia Lomuro,,Minister of Cabinet Affairs,,
,Dhieu Mathok,,Minister of Investment,,
,Albino Bol Dhieu,,Minister Youth and Sports,,
Q4762750,Angelina Teny,,Minister of Defence and Veterans Affairs,,
Q5256910,Deng Alor Kuol,,Minister of East African Affairs,,
,Peter Mercallo Nasir,,Minister of Energy and Dams,,
,Josephine Napwon Cosmas,,Minister of Environment and Forestry,,
,Lasuba L. Wango,,Minister of Federal Affairs,,
,Agak Achuil Lual,,Minister of Finance and Economic Planning,,
Q48975135,Mayiik Ayii Deng,,Minister of Foreign Affairs and International Cooperation,,
,Ayaa Benjamin Warille,,Minister of Gender and Social Welfare,,
Q12748065,Awut Deng Achuil,,Minister of General Education and Instruction,,
,Elizabeth Acuei Yor,,Minister of Health,,
Q5515569,Gabriel Changson Chang,,"Minister of Higher Education, Science and Technology",,
,Michael Chanjiek Geay,,"Minister of Land, Housing and Urban Development",,
,Peter Mayen,,Minister of Humanitarian Affairs,,
Q6832462,Michael Makuei Lweth,,"Minister of Information, Communication Technology and Postal Services",,
,Mahmoud Solomon Agook,,Minister of Interior,,
,Manoah Peter Gatkuoth,,Minister of Water Resources and Irrigation,,
Q111595868,Ruben Madol Arol Kachuol,,Minister of Justice and Constitutional Affairs,,
Q16193152,James Hoth Mai,,Minister of Labour,,
,Puot Kang Chuol,,Minister of Petroleum,,
,Obote Mamur Mete,,Minister of National Security,,
,Mary Mawai,,Minister of Parliamentary Affairs,,
,Nadia Arop Dudi,,"Minister of Culture, Museums and National Heritage",,
,Stephen Par Kuol,,Minister of Peace Building,,
,Bangasi Joseph Bakosoro,,Ministrey of Public Service and Human Resource Development,,
,Kuol Athian Mawien,,Ministry of Trade and Industry,,
,Vacant,,Minister of Mining,,
,Simon Mijok Majak,,Minister of Roads and Bridges,,
Q6728866,Madut Biar Yol,,Minister of Transport,,
Q7339103,Rizik Zakaria Hassan,,"Minister of Wildlife, Conservation and Tourism",,
