item,itemLabel,startDate,endDate,sourceDate,psid
Q5256910,Deng Alor Koul,2005,2011,2022-06-24,Q5256910-F47A92D8-078C-4E3F-BEB5-EB86743CB406
Q112685857,Martin Elia Lomuro,2011,2011,2022-06-24,Q112685857-2AA0C6A5-BD40-4A8E-ADEE-1403FE69ED46
Q112685866,Nadia Arop Dudi,2011,2011,2022-06-24,Q112685866-5F0A2CEE-2182-4FEC-9E3C-6C02D2891C9B
Q112685865,Josephine Napon,2012,2013,2022-06-24,Q112685865-F9768EE8-EEA7-47E9-9BC9-FDDD38AD0836
Q6245500,John Luk Jok,2012,2012,2022-06-24,Q6245500-D5D5DA83-FE8A-4CAD-9698-6170587EE204
Q6832462,Michael Makue Loweth,2013,2014,2022-06-24,Q6832462-72F9817B-407E-46FF-9D30-792F5E4C0293
Q6177210,Jemma Nunu Kumba,2014,2015,2022-06-24,Q6177210-C864EB93-206D-467D-8D0D-415F89A2D583
Q42659471,Rebecca Joshua Okwaci,2015,2016,2022-06-24,Q42659471-BD3D98EA-FCDD-4B64-AFEA-C4F55BBF6087
Q112685867,James Janga Duku,2016,2017,2022-06-24,Q112685867-206681B4-5266-485D-996C-12B4DCA385E7
Q112685887,Peter Bashir Bande,2017,2017,2022-06-24,Q112685887-8DA2FD73-DFB1-4B00-9E72-864969A699CF
Q2046108,Pagan Amum,2018,2018,2022-06-24,Q2046108-7E322DDE-1741-4D1D-BCD5-C29E54632E90
Q4762750,Angelina Teny,2018,2018,2022-06-24,Q4762750-B424685F-89AB-4634-BC8C-1D2BF1F510BB
Q57315,Salva Kiir,2018,2019,2022-06-24,Q57315-3283C91E-0DB6-4C29-87C1-B0809117FE67
Q112685857,Martin Elia Lomuro,2019,,2022-06-24,Q112685857-9BF59DF1-21BE-4847-B0AB-7D54E5DC875B
Q112685865,Joseph Malek Arok,2019,2019,2022-06-24,Q112685865-DF5DB387-B158-4809-8B29-1D14B4F7DE05
