item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender,psid
Q112725993,Aldo Ajo Deng,,,,,2011-08-05,2021-05,,Q112725993-4989FF09-E42F-4479-9D75-30C8C9F0146E
Q112725995,Alice Odhok Kiir,,,,,2011-08-05,2021-05,female,Q112725995-A6961CFF-BD40-4E5D-A46D-1D967F16B62A
Q112725998,Anei Angok Anei,,,,,2011-08-05,2021-05,,Q112725998-BD2E121D-874A-4EA1-9A94-486FD242EE6C
Q112725999,Angelo Beda Bangbora,,,,,2011-08-05,2021-05,male,Q112725999-B87392F9-9F8C-4237-972D-FB3F9B7523E6
Q112726000,Annesia Achieng,,,,,2011-08-05,2021-05,female,Q112726000-A00800F1-87AB-4519-9A86-1168EB8DC8B2
Q112726001,Arthur Akuien Chol,,,,,2011-08-05,2021-05,male,Q112726001-A1A067D3-AE31-4D9F-8E91-02D0AAA0A02E
Q112726002,Canon Clement Hillary,,,,,2011-08-05,2021-05,,Q112726002-E57B0059-163D-465C-A070-CB3C90206DCF
Q112726003,Chan Malual Chan,,,,,2011-08-05,2021-05,,Q112726003-BC668EE3-3476-48E0-9FB3-F6CF4D81E11F
Q112726004,Constantine Jervase Yak,,,,,2011-08-05,2021-05,,Q112726004-B2F58009-01E5-418E-AAC5-FD59BA89228D
Q112726006,Diacon Recardo Ugali,,,,,2011-08-05,2021-05,,Q112726006-81F5FE93-26A8-43E0-ABC1-9B25C9938C47
Q112726007,Donato Dimo Wol,,,,,2011-08-05,2021-05,,Q112726007-D186DDCB-8D28-435D-9F34-A0830F7F8163
Q5360372,Eliaba James Surur,,,,,2011-08-05,2021-05,male,Q5360372-B4CF9FD2-5EFF-44EB-90FC-8581179962EB
Q112726008,Faustino Atem Gualdit,,,,,2011-08-05,2021-05,male,Q112726008-F173B29A-79EB-4096-BC6E-1EAE8F2796DD
