id,name,relationship,relative,relativename
Q104687952,Abuk Payiti Ayik,spouse,Q11995405,Peter Adwok Nyaba
Q11995405,Peter Adwok Nyaba,spouse,Q104687952,Abuk Payiti Ayik
Q167444,John Garang,child,Q61993413,Akuol de Mabior
Q167444,John Garang,spouse,Q3379134,Rebecca Nyandeng De Mabior
Q3379134,Rebecca Nyandeng De Mabior,child,Q61993413,Akuol de Mabior
Q3379134,Rebecca Nyandeng De Mabior,spouse,Q167444,John Garang
Q444994,Riek Machar,spouse,Q4762750,Angelina Teny
Q4713878,Aldo Deng,child,Q275183,Luol Deng
Q4762750,Angelina Teny,spouse,Q444994,Riek Machar
Q57315,Salva Kiir Mayardit,spouse,Q64895993,Mary Ayen Mayardit
Q7811843,Toby Maduot,spouse,Q43388381,Victoria Yar Arol
